Apartment Index,Address,Price,County,Room,Approx price per room
8,"River Towers, Lee Road, Cork City, Co. Cork",2550, Co. Cork,1,2550.00
9,"The Coach House, Belvidere Farm, ballycurreen, Farmers Cross, Co. Cork",1200, Co. Cork,2,600.00
10,"South Terrace, Cork City, Co. Cork",1250, Co. Cork,1,1250.00
11,"11 Blackrock Grove, Eden, Blackrock, Co. Cork",1400, Co. Cork,2,700.00
12,"48 Mill House, Mill Road, Midleton, Co. Cork",1150, Co. Cork,2,575.00
13,"Cloghroe House, Ballincollig, Co. Cork",825, Co. Cork,1,825.00
14,"Corrin Court, Cork Road, Fermoy, Co. Cork",795, Co. Cork,2,397.50
15,"Blarney Street, Cork City, Co. Cork",1260, Co. Cork,2,630.00
16,"The Cloisters, Douglas, Co. Cork",1500, Co. Cork,3,500.00
17,"Maryborough Ridge, Douglas, Co. Cork",1620, Co. Cork,3,540.00
18,"The Crescent, Cork City, Co. Cork",1305, Co. Cork,2,652.50
19,"Main St, Watergrasshill, Co. Cork",2500, Co. Cork,4,625.00
20,"Kingsbridge, South Douglas Road, Douglas, Co. Cork",1440, Co. Cork,2,720.00
21,"Main St, Watergrasshill, Co. Cork",2500, Co. Cork,4,625.00
22,"The Cloisters, Douglas, Co. Cork",1500, Co. Cork,3,500.00
23,"Victoria Cross, Victoria Cross, Co. Cork",2600, Co. Cork,3,866.67
24,"Cork City Centre, Cork City, Co. Cork",1903, Co. Cork,3,634.33
25,"Blackrock Mews, Eden, Convent Road, Blackrock, Blackrock, Co. Cork",1600, Co. Cork,2,800.00
26,"Maryborough Mews, Maryborough Hill, Douglas, Co. Cork",1500, Co. Cork,2,750.00
27,"Leslie's Arch, Old Quarter, Ballincollig, Co. Cork",1300, Co. Cork,2,650.00
28,"North Quay Place, Popes Quay, Cork City, Co. Cork",2500, Co. Cork,4,625.00
29,"Apt. 8, Waterside, Fermoy, Co. Cork",825, Co. Cork,1,825.00
30,"Barrack Street Ballyclough, Mallow, Co. Cork",650, Co. Cork,1,650.00
31,"Cornmarket Apartments, Cornmarket Street, Cork City, Co. Cork",1200, Co. Cork,1,1200.00
32,"2 The Belfry, John O'Connell Street, Cobh, Co. Co, Cobh, Co. Cork",1150, Co. Cork,2,575.00
33,"Black Quay, Hollyhill, Kinsale, Co. Cork",1165, Co. Cork,2,582.50
34,"Main Douglas Road, Douglas, Co. Cork",1400, Co. Cork,2,700.00
35,"The Grand, Crosshaven, Co. Cork",1450, Co. Cork,2,725.00
36,"Old Quarry, Ballincollig, Co. Cork",1200, Co. Cork,2,600.00
37,"Ronayns Court, Rochestown Road, Rochestown, Co. Cork",1120, Co. Cork,2,560.00
38,"The Avenue, Garrane Darra, Sarsfields Road, Wilton, Co. Cork",1800, Co. Cork,3,600.00
39,"The Vicarage, Temple Grove (PENTHOUSE), Douglas, Co. Cork",1344, Co. Cork,2,672.00
40,"Roxboro Close, Midleton, Co. Cork",1150, Co. Cork,2,575.00
41,"Douglas Wells, Well Road, Douglas, Co. Cork",1500, Co. Cork,2,750.00
42,"The Oaks, Wentworth Gardens, Bishopstown, Co. Cork",1252, Co. Cork,2,626.00
43,"The Crescent, Old Fort Road, Ballincollig, Ballincollig, Co. Cork",1400, Co. Cork,2,700.00
44,"Cappyaughna, Glengarriff, Co. Cork",600, Co. Cork,2,300.00
45,"Apt, 7, West Beach, Cobh, Co. Cork",775, Co. Cork,1,775.00
46,"Upton Mews, Crossbarry, Co. Cork",1000, Co. Cork,2,500.00
47,"Upton Mews, Innishannon, Co. Cork",1000, Co. Cork,2,500.00
48,"Liosbourne, Carrigaline, Co. Cork",775, Co. Cork,1,775.00
49,"Tullyland, Bandon, Co. Cork",750, Co. Cork,1,750.00
50,"13 Ownahincha Apartments, Ownahincha, Co. Cork",650, Co. Cork,2,325.00
51,"., Ballinascarty, Co. Cork",750, Co. Cork,2,375.00
52,"Upton Mews, Bandon, Co. Cork",1000, Co. Cork,2,500.00
53,"Orchard Gardens Dennehys Cross, Cork City, Co. Cork",1450, Co. Cork,2,725.00
54,"Ivy court, Broomfield Village, Midleton, Co. Cork",1200, Co. Cork,2,600.00
55,"Rutland Place, South Terrace, Cork City, Co. Cork",1400, Co. Cork,1,1400.00
56,"37 Downview, Faranlea Road, Cork City, Victoria Cross, Co. Cork",2600, Co. Cork,3,866.67
57,"Glanmire Village, Glanmire, Co. Cork",1200, Co. Cork,2,600.00
58,"54 Knapps Square Appartments, Mulgrave Road, Cork City, Co. Cork",1500, Co. Cork,2,750.00
59,"River Wharf, Mill Road, Midleton, Co. Cork",1250, Co. Cork,2,625.00
60,"22 Granary Hall, Mount Oval Village, Rochestown, Co. Cork",1300, Co. Cork,2,650.00
61,"Ardnavaha House, Clonakilty, Co. Cork",550, Co. Cork,1,550.00
62,"Conna Co Cork, Conna, Co. Cork",700, Co. Cork,1,700.00
63,"The Elysian, Eglinton Street, Cork City, Co. Cork",3170, Co. Cork,3,1056.67
64,"Baldwin Street, Mitchelstown, Co. Cork",775, Co. Cork,1,775.00
65,"Windmere, Cross Douglas road, Douglas, Co. Cork",1950, Co. Cork,3,650.00
66,"Desmond Court, Cork Street, Kinsale, Co. Cork",850, Co. Cork,1,850.00
67,"Pat Barrys Bar, Donoughmore Cross, Donoughmore, Co. Cork",560, Co. Cork,1,560.00
68,"Wentworth Gardens, Wilton, Co. Cork",1000, Co. Cork,1,1000.00
69,"No.98 Old Youghal Road, Dillons Cross, Co. Cork",1300, Co. Cork,2,650.00
70,"apt D 12 georges Quay cork, Cork City, Co. Cork",1350, Co. Cork,2,675.00
71,"Coolroe, Ballincollig, Co. Cork",1400, Co. Cork,2,700.00
72,"56 Camden Court, Carrol's Quay, Cork City, Co. Cork",1600, Co. Cork,2,800.00
73,"Main Street, Doneraile, Co. Cork",690, Co. Cork,2,345.00
74,"Harbour row, Cobh, Co. Cork",895, Co. Cork,1,895.00
75,"Park Road, Charleville, Co. Cork",750, Co. Cork,2,375.00
76,"great william o brien st, Blackpool, Co. Cork",1000, Co. Cork,2,500.00
77,"Old Chapel, Bandon, Co. Cork",800, Co. Cork,1,800.00
78,"Lower Road, Crosshaven, Co. Cork",900, Co. Cork,2,450.00
79,"11 Bellvue Court, Military Hill, St. Lukes, Co. Cork",1300, Co. Cork,2,650.00
80,"Blackmore Lane Sullivans Quay, Cork City, Co. Cork",1300, Co. Cork,2,650.00
81,"Garraha, Kinsale, Co. Cork",1200, Co. Cork,2,600.00
82,"Ballyvorisheen West, Carrignavar, Co. Cork",900, Co. Cork,1,900.00
83,"Church St Dromcollogher, Charleville, Co. Cork",240, Co. Cork,1,240.00
84,"Ballyleary Rd, Newtown, Cobh, Co. Cork",900, Co. Cork,1,900.00
85,"Station Zone, Station RD, Carrigtohill, Carrigtwohill, Co. Cork",580, Co. Cork,1,580.00
86,"Ballineen, Ballineen, Co. Cork",800, Co. Cork,3,266.67
87,"Apartment 10, Waterfront, Cobh, Co. Cork",875, Co. Cork,1,875.00
88,"35 Woodfield Hall, Station Road, Blarney, Co. Cork",1350, Co. Cork,2,675.00
89,"The Penthouse, 551 The Heron, The Sanctuary, Jacob, Blackrock, Co. Cork",2500, Co. Cork,2,1250.00
90,"Watergold, Douglas, Co. Cork",1750, Co. Cork,3,583.33
91,"Main Street, Ballycotton, Midleton, Co. Cork",650, Co. Cork,1,650.00
92,"Woodville, Rochestown, Co. Cork",1200, Co. Cork,2,600.00
93,"main street ballineen, Ballineen, Co. Cork",540, Co. Cork,1,540.00
94,"3A college court Clonakilty, Clonakilty, Co. Cork",600, Co. Cork,2,300.00
95,"67A Main St, Kinsale, Co. Cork",1900, Co. Cork,5,380.00
96,"3 Manhattan Apartments Lower O Connell St, Kinsale, Co. Cork",1200, Co. Cork,2,600.00
97,"Apartment 612, The Kingfisher, Jacobs Island, Ballinure, Co. Cork",1248, Co. Cork,2,624.00
98,"2 Heron Court, Skibbereen, Co. Cork",750, Co. Cork,2,375.00
99,"First Floor Apt., 1 Reenascreena Cross, Rosscarbery, Co. Cork",700, Co. Cork,2,350.00
100,"caheragh, Caheragh, , Co. Cork",650, Co. Cork,3,216.67
101,"North St, Skibbereen, Co. Cork",650, Co. Cork,1,650.00
102,"Quay, Main st, Skibbereen, Co. Cork",775, Co. Cork,2,387.50
103,"6 Mill Race, McSwiney Quay, Bandon, Co. Cork",750, Co. Cork,1,750.00
104,"3 The Malthouse, Kinsale, Co. Cork",1200, Co. Cork,2,600.00
105,"Crawford View, Emmet Place, Cork City, Co. Cork",1800, Co. Cork,2,900.00
106,"Harbour Row 7, Cobh, Co. Cork",700, Co. Cork,1,700.00
107,"The Promenade, Fermoy, Co. Cork",1040, Co. Cork,2,520.00
108,"Norwood Close, Rochestown, Co. Cork",1200, Co. Cork,2,600.00
109,"210 Pier Head. Allins Quay . Youghal. Co . Cork, Youghal, Co. Cork",750, Co. Cork,2,375.00
110,"Orchard Court, Orchard Road, Victoria Cross, Co. Cork",1400, Co. Cork,2,700.00
111,"No. 3 Egmont Court, Earl Street, Kanturk, Co. Cork, Kanturk, Co. Cork",700, Co. Cork,2,350.00
112,"Quartertown,Mallow,Co.Cork, Mallow, Co. Cork",550, Co. Cork,1,550.00
113,"Flat, spy hill, Cobh, Co. Cork",1100, Co. Cork,2,550.00
114,"North St., Skibbereen, Co. Cork",700, Co. Cork,2,350.00
115,"North St., Skibbereen, Co. Cork",425, Co. Cork,1,425.00
1,"2 Railway Court, Pearse Road, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
2,"Apt 4, Main St, St. Johnston, Co. Donegal",390, Co. Donegal,1,390.00
3,"21 Quayside Apartments, Ramelton, Co. Donegal",850, Co. Donegal,3,283.33
4,"18 The Fort, Greencastle, Co. Donegal",750, Co. Donegal,3,250.00
5,"49 Grand Central Apartments, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
6,"Trentaboy, Drumkeen, Co. Donegal",600, Co. Donegal,1,600.00
7,"Apt 1 86 Upper Main street, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
8,"14 Glenveagh Court, Letterkenny, Co. Donegal",800, Co. Donegal,3,266.67
9,"The Maples, Lismonaghan, Letterkenny, Co. Donegal",565, Co. Donegal,1,565.00
10,"Apt 7 The Gallery, Navenny Street, Ballybofey, Co. Donegal",520, Co. Donegal,2,260.00
11,"31 Cill Greine, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
12,"Aras Patrick Kavanagh, Letterkenny, Co. Donegal",845, Co. Donegal,1,845.00
13,"6 Church Lane Apt, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
14,"riverside, Letterkenny, Co. Donegal",520, Co. Donegal,2,260.00
15,"St Annes Court, Letterkenny, Co. Donegal",550, Co. Donegal,2,275.00
16,"Ardmore Court, Upper Main Street, Ballyshannon, Co. Donegal",550, Co. Donegal,2,275.00
17,"1 Bakers Court, Ballyshannon, Co. Donegal",550, Co. Donegal,2,275.00
18,"Apt 2 William Street, Raphoe, Co. Donegal",320, Co. Donegal,1,320.00
19,"Riverside View, Letterkenny, Co. Donegal",440, Co. Donegal,2,220.00
20,"The Barn, Killylastin, Letterkenny, Co. Donegal",500, Co. Donegal,1,500.00
21,"Loughnagin Ramelton Road, Letterkenny, Co. Donegal",600, Co. Donegal,1,600.00
22,"Lifford Court Apartments, Lifford, Co. Donegal",440, Co. Donegal,2,220.00
23,"Coolboy, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
24,"Magheraclogher, Bunbeg, Co. Donegal",460, Co. Donegal,2,230.00
25,"MAIN STREET, Ballyshannon, Co. Donegal",420, Co. Donegal,2,210.00
26,"Apt 1, Slieve League View, Carrick, Co. Donegal",450, Co. Donegal,2,225.00
27,"Riverfront House, Letterkenny, Co. Donegal",620, Co. Donegal,2,310.00
28,"Main Street, Ballyshannon, Co. Donegal",520, Co. Donegal,2,260.00
29,"8 Grand central Apartments, Canal Road, Letterkenny, Co. Donegal",700, Co. Donegal,2,350.00
1,"7 Carlinn's Cove, Rostrevor, Co. Down",700799, Co. Down,3,233599.67
1,"20 Belfield Park, Stillorgan, Co. Dublin",2100, Co. Dublin,2,1050.00
2,"Shelbourne Road Apartments, Ballsbridge, Dublin 4",3600, Dublin 4,2,1800.00
3,"The Grange, Brewery Road, Stillorgan, Co. Dublin",1950, Co. Dublin,2,975.00
4,"Inglenook Wood, Glenamuck Road, Carrickmines, Carrickmines, Dublin 18",2100, Dublin 18,2,1050.00
5,"Cathedral Court, Dublin 2",2800, Dublin 2,2,1400.00
6,"Cathedral Court, Dublin 2",2250, Dublin 2,1,2250.00
7,"Capital Dock, Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2",3300, Dublin 2,2,1650.00
8,"Vico Terrace, Vico Road, Dalkey, Co. Dublin",7000, Co. Dublin,3,2333.33
9,"Bushy Park House, Terenure, Dublin 6w",1792, Dublin 6w,1,1792.00
10,"Adelaide Square, Dublin 2",3400, Dublin 2,2,1700.00
11,"30 The Marker residence, Grand Canal Dock, Dublin 2",3535, Dublin 2,2,1767.50
12,"Herbert Park Lane, Ballsbridge, Dublin 4",4000, Dublin 4,2,2000.00
13,"The Marker Residence, Grand Canal Dock, Dublin 2",3000, Dublin 2,2,1500.00
14,"532 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18,2,1150.00
15,"Levmoss Hall, the Gallops, Leopardstown, Dublin 18",2250, Dublin 18,2,1125.00
16,"The Grange, Brewery Road, Stillorgan, Co. Dublin",2400, Co. Dublin,2,1200.00
17,"Clancy Quay by Kennedy Wilson, Dublin 8",1700, Dublin 8,1,1700.00
18,"Vantage by Kennedy Wilson, Central Park, Leopardstown, Dublin 18",2939, Dublin 18,3,979.67
19,"Vantage by Kennedy Wilson, Central Park, Leopardst, Leopardstown, Dublin 18",2300, Dublin 18,2,1150.00
20,"The Grange, Brewery Road, Stillorgan, Co. Dublin",2950, Co. Dublin,3,983.33
21,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",6000, Dublin 4,3,2000.00
22,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5500, Dublin 4,3,1833.33
23,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5000, Dublin 4,2,2500.00
24,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",19000, Dublin 4,4,4750.00
25,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",3850, Dublin 4,2,1925.00
26,"The paddocks riding centre Woodside road Sandyfor, Sandyford, Dublin 18",1100, Dublin 18,1,1100.00
27,"145 147 Waterfall Court, Apt 15, Waterfall Avenue, Drumcondra, Dublin 3",1911, Dublin 3,2,955.50
28,"Longford House Spencer Dock, Dublin 1",2700, Dublin 1,2,1350.00
29,"Rockview, Blackglen Road, Sandyford, Dublin 18",2200, Dublin 18,3,733.33
30,"De Vesci Court, Monkstown, Co. Dublin",2600, Co. Dublin,2,1300.00
31,"Hanover Riverside, Grand Canal Dock, Dublin 2",4000, Dublin 2,3,1333.33
32,"83 St Mary's Lane, Ballsbridge, Dublin 4",2600, Dublin 4,2,1300.00
33,"Hollybrook, Foxrock, Dublin 18",3500, Dublin 18,2,1750.00
34,"Jervis Place Apartments, Dublin 1",2400, Dublin 1,1,2400.00
35,"Effra Road, Ranelagh, Dublin 6",3000, Dublin 6,2,1500.00
36,"Millrace Court, Phoenix Park Racecourse, Castleknock, Dublin 15",1768, Dublin 15,2,884.00
37,"30 boyd house myrtle avenue baldoyle, Baldoyle, Dublin 13",2250, Dublin 13,3,750.00
38,"Bachelors Walk, Dublin 1",2600, Dublin 1,2,1300.00
39,"123 Rathgar Road, Rathgar, Dublin 6",1250, Dublin 6,1,1250.00
40,"North Circular Road, Phibsborough, Dublin 7",1700, Dublin 7,1,1700.00
41,"The William Bligh, The Gasworks, Barrow Street, Ringsend, Dublin 4",2800, Dublin 4,2,1400.00
42,"Apt 22 Belarmine Square, Stepaside, Dublin 18",1800, Dublin 18,2,900.00
43,"Greenville Court, Stradbrook Road, Blackrock, Co. Dublin",1850, Co. Dublin,2,925.00
44,"St James Court, Mount Brown, St James Street, Kilmainham, Dublin 8",1400, Dublin 8,1,1400.00
45,"Leona Honeypark, Dun Laoghaire, Co. Dublin",2025, Co. Dublin,2,1012.50
46,"Fishermans Green, Malahide, Co. Dublin",1985, Co. Dublin,2,992.50
47,"Swords Road, Malahide, Co Dublin, Malahide, Co. Dublin",1800, Co. Dublin,2,900.00
48,"Adelaide Square, Dublin 2",2400, Dublin 2,1,2400.00
49,"Alexandra Walk, Dublin 2",2600, Dublin 2,1,2600.00
50,"Alexandra Walk, Dublin 2",3200, Dublin 2,2,1600.00
51,"Alexandra Walk, Dublin 2",3200, Dublin 2,1,3200.00
52,"The Courtyard, Beechpark, Clonsilla, Dublin 15",1650, Dublin 15,2,825.00
53,"Newtownsmith, Sandycove, Co. Dublin",2600, Co. Dublin,2,1300.00
54,"75 Dorset Street Upper, Dublin 1",1500, Dublin 1,1,1500.00
55,"Premier Square, Finglas Road, Finglas, Dublin 11",1400, Dublin 11,1,1400.00
56,"Castlepark Road Dalkey, Co. Dublin, Dalkey, Co. Dublin",5250, Co. Dublin,3,1750.00
57,"North Great George Street, Dublin 1",3000, Dublin 1,2,1500.00
58,"Castlegate way, Lucan, Co. Dublin",2080, Co. Dublin,3,693.33
59,"Apartment 134 Seamount, Blackrock, Co. Dublin",1950, Co. Dublin,2,975.00
60,"Herbert Park Lane, Ballsbridge, Dublin 4",2700, Dublin 4,2,1350.00
61,"Bloomfield Park Apartments, Morehampton Road, Donn, Donnybrook, Dublin 4",2300, Dublin 4,2,1150.00
62,"Jervis Park Apartments, Jervis Street, Dublin 1",2150, Dublin 1,2,1075.00
63,"Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",2541, Co. Dublin,2,1270.50
64,"Priory Hall, Off Whitehall Road, Terenure, Dublin 6",2100, Dublin 6,3,700.00
65,"West Court Yard, Cabinteely, Dublin 18",2100, Dublin 18,3,700.00
66,"The Penthouses at Custom House Square, Docklands, Dublin 1",3900, Dublin 1,3,1300.00
67,"The Oaks, Trimbleston, Goatstown, Dublin 14",1700, Dublin 14,1,1700.00
68,"Grand Canal Square, Dublin 2",3200, Dublin 2,1,3200.00
69,"Hanover Quay, Dublin 2",3400, Dublin 2,2,1700.00
70,"Windmilll Lane, Dublin 2",2200, Dublin 2,2,1100.00
71,"Milltown Hall, Mount Saint Annes, Milltown Road, Milltown, Dublin 6",2600, Dublin 6,2,1300.00
72,"82 Lower Beechwood Avenue, Ranelagh, Dublin 6",2000, Dublin 6,1,2000.00
73,"Beechwood Avenue Lower, Ranelagh, Dublin 6",2500, Dublin 6,2,1250.00
74,"Greenlea Place, Terenure, Dublin 6w",1900, Dublin 6w,2,950.00
75,"The Stockyard, The Steelworks, Foley Street, Dublin 1",2800, Dublin 1,2,1400.00
76,"Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",3600, Dublin 6,3,1200.00
77,"Quartiere Bloom, Lower Ormond Quay, Dublin 1",2400, Dublin 1,2,1200.00
78,"The Alders, Dunstaffnage Hall, Stillorgan, Co. Dublin",2600, Co. Dublin,3,866.67
79,"403 The Edges 1, Beacon South Quarter, Sandyford, Sandyford, Co. Dublin",2200, Co. Dublin,2,1100.00
80,"Northbank Apartments, Castleforbes Road, Dublin 1",2350, Dublin 1,2,1175.00
81,"Clancy Quay by Kennedy Wilson, Islandbridge, Dublin 8",2800, Dublin 8,3,933.33
82,"Castleforbes Square, IFSC, Dublin 1",3600, Dublin 1,3,1200.00
83,"Amiens square, Dublin 1",1400, Dublin 1,1,1400.00
84,"Waterville Terrace, Blanchardstown, Dublin 15",1650, Dublin 15,2,825.00
85,"The Meadow, Robswall, Malahide, Co. Dublin",2750, Co. Dublin,2,1375.00
86,"Bowbridge Place, Kilmainham, Dublin 8",2400, Dublin 8,3,800.00
87,"Westend Village, Blanchardstown, Dublin 15",1650, Dublin 15,2,825.00
88,"Sandford Lodge by Kennedy Wilson, Ranelagh, Dublin 6",2700, Dublin 6,2,1350.00
89,"Gleann Na Ri, Druids Valley, Cabinteely, Dublin 18",1800, Dublin 18,2,900.00
90,"Warrington Place, Dublin 2",3950, Dublin 2,1,3950.00
91,"Corn Exchange, Poolbeg Street, Dublin 2",2000, Dublin 2,1,2000.00
92,"Patrick Street Street, Christchurch, Dublin 8",1999, Dublin 8,2,999.50
93,"Ailesbury Road, Merrion, Dublin 4",9800, Dublin 4,3,3266.67
94,"24 Milltown Hall, Mt St Annes, Milltown, Dublin 6",2500, Dublin 6,2,1250.00
95,"Howth Lodge, Claremont Road, Howth, Dublin 13",3224, Dublin 13,2,1612.00
96,"Carrickmines, Carrickmines, Dublin 18",1850, Dublin 18,2,925.00
97,"Herbert Park Lane, Ballsbridge, Dublin 4",2500, Dublin 4,2,1250.00
98,"Shrewsbury Square Penthouse, Ballsbridge, Dublin 4",4950, Dublin 4,3,1650.00
99,"The Richmond, Smithfield, Dublin 7",2150, Dublin 7,2,1075.00
100,"Apartment, Donnybrook Castle, Donnybrook, Dublin 4",2900, Dublin 4,2,1450.00
101,"Apartment 4, 88 Sandymount road, Sandymount, Dublin 4",3000, Dublin 4,2,1500.00
102,"170 Beechwood Court, Stillorgan, Co. Dublin",3500, Co. Dublin,3,1166.67
103,"124 Capel st, Dublin 1",2500, Dublin 1,2,1250.00
104,"The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2200, Dublin 18,2,1100.00
105,"St Raphaela's Road, Off Upper Kilmacud Road, Stillorgan, Co. Dublin",2100, Co. Dublin,2,1050.00
106,"Upper Rathmines Rd, Rathmines, Dublin 6",1700, Dublin 6,1,1700.00
107,"Howth Road, Killester, Dublin 3",1500, Dublin 3,1,1500.00
108,"Aungier St, Dublin 2",1920, Dublin 2,1,1920.00
109,"82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",2200, Dublin 14,2,1100.00
110,"75 Ballisk Court, Donabate, Co. Dublin",1350, Co. Dublin,2,675.00
111,"Richmond Hall, Mount St Annes, Milltown, Dublin 6",2500, Dublin 6,2,1250.00
112,"Coolamber Park, Knocklyon, Dublin 16",1080, Dublin 16,1,1080.00
113,"Lindsay House, Patrick Street, Dublin 8, Christchurch, Dublin 8",2800, Dublin 8,2,1400.00
114,"27 Carlton Court, Clontarf, Dublin 3, Clontarf, Dublin 3",1550, Dublin 3,1,1550.00
115,"1 The Friary Cecilia's Street, Temple Bar, Dublin 2",4000, Dublin 2,3,1333.33
116,"Lansdowne lodge, Ballsbridge, Dublin 4",2500, Dublin 4,2,1250.00
117,"28 Leinster Square, Rathmines, Dublin 6",1800, Dublin 6,1,1800.00
118,"Greeg Court Parnell Street, Dublin 1",3000, Dublin 1,2,1500.00
119,"Charlotte Apartments, Dun Laoghaire, Co. Dublin",2700, Co. Dublin,3,900.00
120,"Olcovar, Shankill, Dublin 18",1500, Dublin 18,1,1500.00
121,Dublin 8,1800,Dublin 8,1,1800.00
122,"Thomas Street, Dublin 8",2200, Dublin 8,2,1100.00
123,"The Lansdowne Block, Pembroke Square, Grand Canal Dock, Dublin 4",2000, Dublin 4,1,2000.00
124,"Seabury, Sandymount, Dublin 4",2250, Dublin 4,2,1125.00
125,"The square , haddington rd, Ballsbridge, Dublin 4",2400, Dublin 4,2,1200.00
126,"Dominick street, Dublin 1",1900, Dublin 1,1,1900.00
127,"3 Richmond Mews Richmond Ave, Fairview, Dublin 3",1400, Dublin 3,1,1400.00
128,"Apartment 14 Wingfield, Stepaside, Dublin 18",1750, Dublin 18,1,1750.00
129,"Main Street Swords, Swords, Co. Dublin",1350, Co. Dublin,1,1350.00
130,"South Circular Rd, Dublin 8",1350, Dublin 8,1,1350.00
