Apartment Index,Address,Price,County,Room,Approx price per room
62,"10, Woodfield Hall, Station road, Blarney, Co. Cor, Blarney, Co. Cork",1100, Co. Cork,2,550.00
63,"Rockboro Road, Cork City, Co. Cork",1695, Co. Cork,1,1695.00
64,"The Moorings, Kilmacsimon, Innishannon, Co. Cork",975, Co. Cork,3,325.00
65,"Temple Grove, Douglas, Co. Cork",1300, Co. Cork,2,650.00
66,"9 Waterside Apartments, Glounthaune, Co. Cork",1200, Co. Cork,2,600.00
67,"River Towers, Lee Road, Cork City, Co. Cork",1300, Co. Cork,2,650.00
68,"The Elysian, Eglinton Street, Cork City, Co. Cork",3170, Co. Cork,3,1056.67
69,"Black Quay, Hollyhill, Kinsale, Co. Cork",1165, Co. Cork,2,582.50
70,"Apartment 10, Waterfront, Cobh, Co. Cork",875, Co. Cork,1,875.00
71,"Conna Co Cork, Conna, Co. Cork",700, Co. Cork,1,700.00
72,"Apartment 1 Corabbey Court, Midleton, Co. Cork",900, Co. Cork,1,900.00
73,"Ivy court, Broomfield Village, Midleton, Co. Cork",1200, Co. Cork,2,600.00
74,"Blarney Street, Cork City, Co. Cork",1260, Co. Cork,2,630.00
75,"Corrin Court, Cork Road, Fermoy, Co. Cork",795, Co. Cork,2,397.50
76,"Park Road, Charleville, Co. Cork",750, Co. Cork,2,375.00
77,"Main Street, Doneraile, Co. Cork",690, Co. Cork,2,345.00
78,"Watergold, Douglas, Co. Cork",1750, Co. Cork,3,583.33
79,"The Penthouse, 551 The Heron, The Sanctuary, Jacob, Blackrock, Co. Cork",2200, Co. Cork,2,1100.00
80,"2 Heron Court, Skibbereen, Co. Cork",750, Co. Cork,2,375.00
81,"No. 3 Egmont Court, Earl Street, Kanturk, Co. Cork, Kanturk, Co. Cork",700, Co. Cork,2,350.00
82,"Barrack Street Ballyclough, Mallow, Co. Cork",650, Co. Cork,1,650.00
83,"41 Granary Hall, Mount Oval Village, Rochestown, Co. Cork",1100, Co. Cork,2,550.00
84,"6 Ard Cuan, Ardbrack Heights, Kinsale, Co. Cork",1400, Co. Cork,2,700.00
85,"Leslie's Arch, Old Quarter, Ballincollig, Co. Cork",1300, Co. Cork,2,650.00
86,"Apt. 8, Waterside, Fermoy, Co. Cork",825, Co. Cork,1,825.00
87,"Cappyaughna, Glengarriff, Co. Cork",600, Co. Cork,2,300.00
88,"Desmond Court, Cork Street, Kinsale, Co. Cork",850, Co. Cork,1,850.00
89,"Pat Barrys Bar, Donoughmore Cross, Donoughmore, Co. Cork",560, Co. Cork,1,560.00
90,"Harbour row, Cobh, Co. Cork",895, Co. Cork,1,895.00
91,"great william o brien st, Blackpool, Co. Cork",1000, Co. Cork,2,500.00
92,"Old Chapel, Bandon, Co. Cork",800, Co. Cork,1,800.00
93,"Lower Road, Crosshaven, Co. Cork",900, Co. Cork,2,450.00
94,"11 Bellvue Court, Military Hill, St. Lukes, Co. Cork",1300, Co. Cork,2,650.00
95,"Garraha, Kinsale, Co. Cork",1200, Co. Cork,2,600.00
96,"Church St Dromcollogher, Charleville, Co. Cork",240, Co. Cork,1,240.00
97,"Ballyleary Rd, Newtown, Cobh, Co. Cork",900, Co. Cork,1,900.00
98,"Station Zone, Station RD, Carrigtohill, Carrigtwohill, Co. Cork",580, Co. Cork,1,580.00
99,"Ballineen, Ballineen, Co. Cork",800, Co. Cork,3,266.67
100,"35 Woodfield Hall, Station Road, Blarney, Co. Cork",1350, Co. Cork,2,675.00
101,"main street ballineen, Ballineen, Co. Cork",540, Co. Cork,1,540.00
102,"3A college court Clonakilty, Clonakilty, Co. Cork",600, Co. Cork,2,300.00
103,"67A Main St, Kinsale, Co. Cork",1900, Co. Cork,5,380.00
104,"3 Manhattan Apartments Lower O Connell St, Kinsale, Co. Cork",1200, Co. Cork,2,600.00
105,"First Floor Apt., 1 Reenascreena Cross, Rosscarbery, Co. Cork",700, Co. Cork,2,350.00
106,"caheragh, Caheragh, , Co. Cork",650, Co. Cork,3,216.67
107,"The Promenade, Fermoy, Co. Cork",1040, Co. Cork,2,520.00
108,"Flat, spy hill, Cobh, Co. Cork",1100, Co. Cork,2,550.00
109,"North St., Skibbereen, Co. Cork",700, Co. Cork,2,350.00
1,"49 Grand Central Apartments, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
2,"14 Glenveagh Court, Letterkenny, Co. Donegal",800, Co. Donegal,3,266.67
3,"27 Ard Adhanhnain, Letterkenny, Co. Donegal",480, Co. Donegal,1,480.00
4,"Apt 1 86 Upper Main street, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
5,"31 Cill Greine, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
6,"77A Beinn Aoibhinn, Gortlee, Letterkenny, Co. Donegal",360, Co. Donegal,1,360.00
7,"6 Church Lane Apt, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
8,"No. 4 Riverside View Apartments, Letterkenny, Co. Donegal",500, Co. Donegal,2,250.00
9,"St Annes Court, Letterkenny, Co. Donegal",550, Co. Donegal,2,275.00
10,"Aras Patrick Kavanagh, Letterkenny, Co. Donegal",845, Co. Donegal,1,845.00
11,"2 Railway Court, Pearse Road, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
12,"Apt 4, Main St, St. Johnston, Co. Donegal",390, Co. Donegal,1,390.00
13,"21 Quayside Apartments, Ramelton, Co. Donegal",850, Co. Donegal,3,283.33
14,"18 The Fort, Greencastle, Co. Donegal",750, Co. Donegal,3,250.00
15,"Apt 7 The Gallery, Navenny Street, Ballybofey, Co. Donegal",520, Co. Donegal,2,260.00
16,"Knocknamona Crescent Flat, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
17,"Riverside View, Letterkenny, Co. Donegal",440, Co. Donegal,2,220.00
18,"The Barn, Killylastin, Letterkenny, Co. Donegal",500, Co. Donegal,1,500.00
19,"Loughnagin Ramelton Road, Letterkenny, Co. Donegal",600, Co. Donegal,1,600.00
20,"Lifford Court Apartments, Lifford, Co. Donegal",440, Co. Donegal,2,220.00
21,"8 Grand central Apartments, Canal Road, Letterkenny, Co. Donegal",700, Co. Donegal,2,350.00
22,"The Maples, Lismonaghan, Letterkenny, Co. Donegal",565, Co. Donegal,1,565.00
23,"Ardmore Court, Upper Main Street, Ballyshannon, Co. Donegal",550, Co. Donegal,2,275.00
24,"1 Bakers Court, Ballyshannon, Co. Donegal",550, Co. Donegal,2,275.00
25,"Apt 2 William Street, Raphoe, Co. Donegal",320, Co. Donegal,1,320.00
26,"Coolboy, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
27,"Magheraclogher, Bunbeg, Co. Donegal",460, Co. Donegal,2,230.00
28,"MAIN STREET, Ballyshannon, Co. Donegal",420, Co. Donegal,2,210.00
29,"Apt 1, Slieve League View, Carrick, Co. Donegal",450, Co. Donegal,2,225.00
30,"Riverfront House, Letterkenny, Co. Donegal",620, Co. Donegal,2,310.00
31,"Main Street, Ballyshannon, Co. Donegal",520, Co. Donegal,2,260.00
1,"7 Carlinn's Cove, Rostrevor, Co. Down",700799, Co. Down,3,233599.67
1,"804 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2200, Dublin 18,2,1100.00
2,"532 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18,2,1150.00
3,"30 The Marker residence, Grand Canal Dock, Dublin 2",3535, Dublin 2,2,1767.50
4,"The Marker Residence, Grand Canal Dock, Dublin 2",3000, Dublin 2,2,1500.00
5,"Gateway Student Villagew, Ballymun, Dublin 9",2200, Dublin 9,3,733.33
6,"Orwell Hall, Marianella, Rathgar, Dublin 6",2295, Dublin 6,1,2295.00
7,"Cathedral Court, Dublin 2",2800, Dublin 2,2,1400.00
8,"Cathedral Court, Dublin 2",2250, Dublin 2,1,2250.00
9,"Vico Terrace, Vico Road, Dalkey, Co. Dublin",7000, Co. Dublin,3,2333.33
10,"Camden Street Upper, Dublin 2, Dublin 2",3200, Dublin 2,1,3200.00
11,"The paddocks riding centre Woodside road Sandyfor, Sandyford, Dublin 18",1100, Dublin 18,1,1100.00
12,"Bushy Park House, Terenure, Dublin 6w",1792, Dublin 6w,1,1792.00
13,"Herbert Park Lane, Ballsbridge, Dublin 4",4000, Dublin 4,2,2000.00
14,"Hanover Riverside, Grand Canal Dock, Dublin 2",4000, Dublin 2,3,1333.33
15,"Apartment Northbank, Castleforbes Road, Dublin 1",2100, Dublin 1,1,2100.00
16,"Northbank, Castleforbes Road, Dublin 1",1950, Dublin 1,1,1950.00
17,"Northbank Apartments, Castleforbes Road, Dublin 1",2350, Dublin 1,2,1175.00
18,"The Grange, Brewery Road, Stillorgan, Co. Dublin",2400, Co. Dublin,2,1200.00
19,"Capital Dock, Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2",3300, Dublin 2,2,1650.00
20,"Clancy Quay by Kennedy Wilson, Dublin 8",1700, Dublin 8,1,1700.00
21,"Vantage by Kennedy Wilson, Central Park, Leopardstown, Dublin 18",2939, Dublin 18,3,979.67
22,"The Grange, Brewery Road, Stillorgan, Co. Dublin",2950, Co. Dublin,3,983.33
23,"Vantage by Kennedy Wilson, Central Park, Leopardst, Leopardstown, Dublin 18",2300, Dublin 18,2,1150.00
24,"Adelaide Square, Dublin 2",3400, Dublin 2,2,1700.00
25,"Inglenook Wood, Glenamuck Road, Carrickmines, Carrickmines, Dublin 18",2100, Dublin 18,2,1050.00
26,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",6000, Dublin 4,3,2000.00
27,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5500, Dublin 4,3,1833.33
28,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5000, Dublin 4,2,2500.00
29,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",19000, Dublin 4,4,4750.00
30,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",3850, Dublin 4,2,1925.00
31,"145 147 Waterfall Court, Apt 15, Waterfall Avenue, Drumcondra, Dublin 3",1911, Dublin 3,2,955.50
32,"De Vesci Court, Monkstown, Co. Dublin",2600, Co. Dublin,2,1300.00
33,"Rockview, Blackglen Road, Sandyford, Dublin 18",2200, Dublin 18,3,733.33
34,"83 St Mary's Lane, Ballsbridge, Dublin 4",2600, Dublin 4,2,1300.00
35,"Longford House Spencer Dock, Dublin 1",2600, Dublin 1,2,1300.00
36,"20 Belfield Park, Stillorgan, Co. Dublin",2100, Co. Dublin,2,1050.00
37,"Levmoss Hall, the Gallops, Leopardstown, Dublin 18",2250, Dublin 18,2,1125.00
38,"Windmill Lane Apartments, Off City Quay, Dublin 2, Dublin 2",1700, Dublin 2,1,1700.00
39,"87 Tolka Vale, Finglas Road, Glasnevin, Dublin 11",1600, Dublin 11,2,800.00
40,"The Penthouses at Custom House Square, Docklands, Dublin 1",3900, Dublin 1,3,1300.00
41,"23 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",1950, Dublin 18,2,975.00
42,"Waterville Terrace, Blanchardstown, Dublin 15",1600, Dublin 15,2,800.00
43,"Herbert Park Lane, Ballsbridge, Dublin 4",2500, Dublin 4,2,1250.00
44,"Howth Lodge, Claremont Road, Howth, Dublin 13",3224, Dublin 13,2,1612.00
45,"149 Rathgar road, Rathmines Dublin 6, Rathmines, Dublin 6",2000, Dublin 6,1,2000.00
46,"49 Sydney Parade Avenue, Dublin 4",1750, Dublin 4,2,875.00
47,"Greenville Court, Stradbrook Road, Blackrock, Co. Dublin",1850, Co. Dublin,2,925.00
48,"Castle Lawns, Kilgobbin Wood, Sandyford, Dublin 18",2200, Dublin 18,3,733.33
49,"Eustace Court, Cualanor, Dun Laoghaire, Co. Dublin",2200, Co. Dublin,2,1100.00
50,"The William Bligh, The Gasworks, Barrow Street, Ringsend, Dublin 4",2800, Dublin 4,2,1400.00
51,"Robin Hill Sandyford Road, Sandyford, Dublin 18",2200, Dublin 18,2,1100.00
52,"Fishermans Green, Malahide, Co. Dublin",1985, Co. Dublin,2,992.50
53,"Swords Road, Malahide, Co Dublin, Malahide, Co. Dublin",1800, Co. Dublin,2,900.00
54,"Castlepark Road Dalkey, Co. Dublin, Dalkey, Co. Dublin",5250, Co. Dublin,3,1750.00
55,"North Great George Street, Dublin 1",3000, Dublin 1,2,1500.00
56,"West Court Yard, Cabinteely, Dublin 18",2100, Dublin 18,3,700.00
57,"The Meadow, Robswall, Malahide, Co. Dublin",2750, Co. Dublin,2,1375.00
58,"Newtownsmith, Sandycove, Co. Dublin",2600, Co. Dublin,2,1300.00
59,"104 Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2350, Dublin 18,2,1175.00
60,"Apartment 4, 88 Sandymount road, Sandymount, Dublin 4",3000, Dublin 4,2,1500.00
61,"The Courtyard, Beechpark, Clonsilla, Dublin 15",1600, Dublin 15,2,800.00
62,"The Stockyard, The Steelworks, Foley Street, Dublin 1",2800, Dublin 1,2,1400.00
63,"Apartment 134 Seamount, Blackrock, Co. Dublin",1950, Co. Dublin,2,975.00
64,"75 Dorset Street Upper, Dublin 1",1500, Dublin 1,1,1500.00
65,"Sandford Lodge by Kennedy Wilson, Ranelagh, Dublin 6",2700, Dublin 6,2,1350.00
66,"Apartment 42, Block A, Bellevue Apartments, Islandbridge, Dublin 8",2200, Dublin 8,2,1100.00
67,"Grand Canal Square, Dublin 2",3000, Dublin 2,1,3000.00
68,"Stephen St. Upper, Dublin 2",3600, Dublin 2,2,1800.00
69,"Millrace Court, Phoenix Park Racecourse, Castleknock, Dublin 15",1768, Dublin 15,2,884.00
70,"Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",3600, Dublin 6,3,1200.00
71,"Premier Square, Finglas Road, Finglas, Dublin 11",1400, Dublin 11,1,1400.00
72,"Jervis Park Apartments, Jervis Street, Dublin 1",2150, Dublin 1,2,1075.00
73,"Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",2541, Co. Dublin,2,1270.50
74,"St James Court, Mount Brown, St James Street, Kilmainham, Dublin 8",1400, Dublin 8,1,1400.00
75,"Bloomfield Park Apartments, Morehampton Road, Donn, Donnybrook, Dublin 4",2300, Dublin 4,2,1150.00
76,"Greenlea Place, Terenure, Dublin 6w",1900, Dublin 6w,2,950.00
77,"82 Lower Beechwood Avenue, Ranelagh, Dublin 6",2000, Dublin 6,1,2000.00
78,"Beechwood Avenue Lower, Ranelagh, Dublin 6",2500, Dublin 6,2,1250.00
79,"Hollybrook, Foxrock, Dublin 18",3500, Dublin 18,2,1750.00
80,"3 Mounttown Villas, Lower Mounttown Road, Dunlaoi, Dun Laoghaire, Co. Dublin",1800, Co. Dublin,2,900.00
81,"Quartiere Bloom, Lower Ormond Quay, Dublin 1",2400, Dublin 1,2,1200.00
82,"Patrick Street, Dublin 8",2400, Dublin 8,2,1200.00
83,"Aungier St, Dublin 2",1880, Dublin 2,1,1880.00
84,"Bachelors Walk, Dublin 1",2600, Dublin 1,2,1300.00
85,"Ailesbury Road, Merrion, Dublin 4",7500, Dublin 4,3,2500.00
86,"Sussex Road 2, Ballsbridge, Dublin 4",1950, Dublin 4,1,1950.00
87,"403 The Edges 1, Beacon South Quarter, Sandyford, Sandyford, Co. Dublin",2200, Co. Dublin,2,1100.00
88,"Lindsay House, Patrick Street, Dublin 8, Christchurch, Dublin 8",2800, Dublin 8,2,1400.00
89,"Castlegate way, Lucan, Co. Dublin",2080, Co. Dublin,3,693.33
90,"Herbert Park Lane, Ballsbridge, Dublin 4",2700, Dublin 4,2,1350.00
91,"North Circular Road, Phibsborough, Dublin 7",1700, Dublin 7,1,1700.00
92,"Milltown Hall, Mount Saint Annes, Milltown Road, Milltown, Dublin 6",2600, Dublin 6,2,1300.00
93,"The Alders, Dunstaffnage Hall, Stillorgan, Co. Dublin",2600, Co. Dublin,3,866.67
94,"Shelbourne Plaza, Ringsend Road, Dublin 4",7000, Dublin 4,3,2333.33
95,"Shrewsbury Square Penthouse, Ballsbridge, Dublin 4",4950, Dublin 4,3,1650.00
96,"Warrington Place, Dublin 2",3950, Dublin 2,1,3950.00
97,"Apartment, Donnybrook Castle, Donnybrook, Dublin 4",2900, Dublin 4,2,1450.00
98,"82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",2200, Dublin 14,2,1100.00
99,"The Richmond, Smithfield, Dublin 7",2050, Dublin 7,2,1025.00
100,"24 Milltown Hall, Mt St Annes, Milltown, Dublin 6",2500, Dublin 6,2,1250.00
101,"Richmond Hall, Mount St Annes, Milltown, Dublin 6",2500, Dublin 6,2,1250.00
102,"Apt 22 Belarmine Square, Stepaside, Dublin 18",1800, Dublin 18,2,900.00
103,"Patrick Street Street, Christchurch, Dublin 8",2000, Dublin 8,2,1000.00
104,"170 Beechwood Court, Stillorgan, Co. Dublin",3500, Co. Dublin,3,1166.67
105,"Clancy Quay by Kennedy Wilson, Islandbridge, Dublin 8",2800, Dublin 8,3,933.33
106,"Alexandra Walk, Dublin 2",2600, Dublin 2,1,2600.00
107,"Alexandra Walk, Dublin 2",3200, Dublin 2,2,1600.00
108,"Adelaide Square, Dublin 2",2400, Dublin 2,1,2400.00
109,"Westend Village, Blanchardstown, Dublin 15",1650, Dublin 15,2,825.00
110,"Herberton Drive, Crumlin, Dublin 12",1600, Dublin 12,1,1600.00
111,"28 Leinster Square, Rathmines, Dublin 6",1800, Dublin 6,1,1800.00
112,"Sunbury Gardens, Rathmines, Dublin 6",1999, Dublin 6,1,1999.00
113,"Corn Exchange, Poolbeg Street, Dublin 2",2000, Dublin 2,1,2000.00
114,"Lansdowne lodge, Ballsbridge, Dublin 4",2500, Dublin 4,2,1250.00
115,"7 Kirkwood, Park Avenue, Sandymount, Dublin 4",1875, Dublin 4,2,937.50
116,"St Raphaela's Road, Off Upper Kilmacud Road, Stillorgan, Co. Dublin",2100, Co. Dublin,2,1050.00
117,"Leona Honeypark, Dun Laoghaire, Co. Dublin",2025, Co. Dublin,2,1012.50
118,"1 The Friary Cecilia's Street, Temple Bar, Dublin 2",4000, Dublin 2,3,1333.33
119,"Bertram court, Dublin 8",2000, Dublin 8,2,1000.00
120,"Coolamber Park, Knocklyon, Dublin 16",1080, Dublin 16,1,1080.00
121,"St. Andrews Street, Dublin 2",3500, Dublin 2,2,1750.00
122,"Carrickmines, Carrickmines, Dublin 18",1850, Dublin 18,2,925.00
123,"Southgate Cork st, The Coombe, Dublin 8",2400, Dublin 8,2,1200.00
124,"Apt 162 winter garden, Dublin 2",2350, Dublin 2,2,1175.00
125,"Castleforbes Square, IFSC, Dublin 1",3600, Dublin 1,3,1200.00
126,"Gleann Na Ri, Druids Valley, Cabinteely, Dublin 18",1800, Dublin 18,2,900.00
127,"The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2200, Dublin 18,2,1100.00
128,"Charlotte Apartments, Dun Laoghaire, Co. Dublin",2700, Co. Dublin,3,900.00
129,"Olcovar, Shankill, Dublin 18",1500, Dublin 18,1,1500.00
130,"Rathgar, Rathgar, Dublin 6",1650, Dublin 6,1,1650.00
131,"Beaumont Road, Beaumont, Dublin 9",1700, Dublin 9,2,850.00
132,"Lansdowne Wood, Ballsbridge, Dublin 4",3000, Dublin 4,2,1500.00
133,"The Schooner Arran Quay, Dublin 7",1700, Dublin 7,1,1700.00
134,"5 Dunville Court, Rathmines, Dublin 6",1600, Dublin 6,1,1600.00
135,"The Elms, Mount Merrion, Blackrock, Co. Dublin",1800, Co. Dublin,2,900.00
136,"Garryknock, Bracken Park, Castleknock, Dublin 15",2000, Dublin 15,2,1000.00
